b,h,fc,rho,n_ax,P_kN,M,M_test
449.15560607122734,554.7846749285817,28.288545873428347,0.012498730984663564,0.4003402194771831,2822.026757345693,580.7707520692614,608.5103097351414
379.8777144166687,407.9146855055481,40.89940777298026,0.028393583735126585,0.5015459647602917,3178.636874348444,406.8539856781288,419.1947285819815
253.8636068024675,316.3894095744779,28.471765601850663,0.029370494809611708,0.06797918103547637,155.45786963378637,127.6663100548008,146.705620372894
248.50230573106433,306.6110542114116,34.21492652419326,0.027009798595227022,0.11699716352549429,305.00655682190114,124.12310579495612,108.84154315210176
503.14305869131505,625.308095680109,27.5868420351554,0.02270402742678642,0.5510359481011818,4782.637414881322,916.3025121954421,783.3460957288958
608.3198572405644,665.1022309110887,40.52031056492747,0.020890741529564515,0.5577388905341943,9143.74469673943,1488.0200312984462,1677.0021781818245
519.5852628380202,542.6543103068719,38.42542515341047,0.029136254678894323,0.23853312700566942,2584.3269969198604,1002.3582540667325,910.2434687419153
481.75391390989137,591.7986243935993,25.98004761661241,0.02397827814299028,0.3765459201638437,2789.055086962648,878.0075645056704,834.1510231452315
447.0039909314407,517.4499965861692,28.592975553790097,0.0277501220954154,0.06373626770486997,421.5273616659891,576.4440284780873,736.1127302668788
590.3387698099697,674.0289695151073,37.49476100801676,0.024007501827849727,0.3605847597590849,5379.697123445677,1673.6778662131112,1832.6692680386695
613.7433634820283,626.3414216486128,33.45012517761891,0.010301482280246962,0.10181898453332466,1309.255634168784,721.94707197538,547.7668004631646
279.7980841189707,301.09540006805923,31.042233580028498,0.014769205944731204,0.3074211085145008,803.9619664907149,117.83926389256207,127.37149889871621
566.4172473270207,642.9617106350277,37.59309832281567,0.022547411926393382,0.0505276901541982,691.7658929549074,1008.9435909196258,1038.9289767489897
308.54520519114567,313.43423012218574,42.68557305463981,0.0267776511585096,0.4647749392435291,1918.6203423367858,199.50320924072852,161.65331147981482
554.8271376136644,591.8621785719777,34.391454280235834,0.024420566063026408,0.2504069619643846,2827.972770587816,1118.6384695464462,1239.9278135594668
345.9912963794199,370.2622482410236,29.46492029907411,0.021562442293232717,0.5603057786404763,2114.973743011658,221.63955927106167,246.38794017312955
608.1159643644487,645.2715689399547,35.6784255259833,0.01231571510182799,0.07548476605917137,1056.8027368181288,780.1550820959668,704.727783510765
469.24756689001833,516.5844880996367,36.923614661553785,0.021177849854975388,0.556700298723026,4982.749507285117,658.8591549160514,683.3006016931547
375.16690643104937,419.8847562149539,29.19151982037271,0.016883648590193943,0.04835716763569993,222.36794997163094,213.55546158032678,228.2542783837727
